"metabolite","food"
"homovanillic acid 4-sulfate","''Whole grain cereal products''"
"homovanillic acid 4-sulfate","''vegetable food product''"
"homovanillic acid 4-sulfate","''coffee based beverage product''"
"o-coumaric acid glucuronide","''coffee based beverage product''"
"o-coumaric acid glucuronide","''olive oil''"
"o-coumaric acid glucuronide","''Whole grain cereal products''"
"o-coumaric acid glucuronide","''cacao food product''"
"o-coumaric acid glucuronide","''tea based beverage product''"
"o-coumaric acid glucuronide","''nut (whole or part)''"
"o-coumaric acid glucuronide","''legume food product''"
"o-coumaric acid glucuronide","''red wine''"
"o-coumaric acid glucuronide","''plant fruit food product''"
"o-coumaric acid glucuronide","''vegetable food product''"
"m-coumaric acid glucuronide","''olive oil''"
"m-coumaric acid glucuronide","''Whole grain cereal products''"
"m-coumaric acid glucuronide","''cacao food product''"
"m-coumaric acid glucuronide","''tea based beverage product''"
"m-coumaric acid glucuronide","''coffee based beverage product''"
"m-coumaric acid glucuronide","''legume food product''"
"m-coumaric acid glucuronide","''nut (whole or part)''"
"m-coumaric acid glucuronide","''plant fruit food product''"
"m-coumaric acid glucuronide","''red wine''"
"m-coumaric acid glucuronide","''vegetable food product''"
"p-coumaric acid glucuronide","''Whole grain cereal products''"
"p-coumaric acid glucuronide","''tea based beverage product''"
"p-coumaric acid glucuronide","''cacao food product''"
"p-coumaric acid glucuronide","''coffee based beverage product''"
"p-coumaric acid glucuronide","''plant fruit food product''"
"p-coumaric acid glucuronide","''vegetable food product''"
"p-coumaric acid glucuronide","''olive oil''"
"p-coumaric acid glucuronide","''red wine''"
"p-coumaric acid glucuronide","''nut (whole or part)''"
"p-coumaric acid glucuronide","''legume food product''"
"o-coumaric acid sulfate","''Whole grain cereal products''"
"o-coumaric acid sulfate","''vegetable food product''"
"o-coumaric acid sulfate","''tea based beverage product''"
"o-coumaric acid sulfate","''cacao food product''"
"o-coumaric acid sulfate","''coffee based beverage product''"
"o-coumaric acid sulfate","''plant fruit food product''"
"o-coumaric acid sulfate","''olive oil''"
"o-coumaric acid sulfate","''red wine''"
"o-coumaric acid sulfate","''legume food product''"
"o-coumaric acid sulfate","''nut (whole or part)''"
"m-coumaric acid sulfate","''nut (whole or part)''"
"m-coumaric acid sulfate","''plant fruit food product''"
"m-coumaric acid sulfate","''vegetable food product''"
"m-coumaric acid sulfate","''red wine''"
"m-coumaric acid sulfate","''legume food product''"
"m-coumaric acid sulfate","''cacao food product''"
"m-coumaric acid sulfate","''olive oil''"
"m-coumaric acid sulfate","''Whole grain cereal products''"
"m-coumaric acid sulfate","''tea based beverage product''"
"m-coumaric acid sulfate","''coffee based beverage product''"
"p-coumaric acid sulfate","''legume food product''"
"p-coumaric acid sulfate","''plant fruit food product''"
"p-coumaric acid sulfate","''vegetable food product''"
"p-coumaric acid sulfate","''red wine''"
"p-coumaric acid sulfate","''olive oil''"
"p-coumaric acid sulfate","''nut (whole or part)''"
"p-coumaric acid sulfate","''cacao food product''"
"p-coumaric acid sulfate","''Whole grain cereal products''"
"p-coumaric acid sulfate","''tea based beverage product''"
"p-coumaric acid sulfate","''coffee based beverage product''"
"caffeic acid 3-glucuronide","''legume food product''"
"caffeic acid 3-glucuronide","''tea based beverage product''"
"caffeic acid 3-glucuronide","''cacao food product''"
"caffeic acid 3-glucuronide","''nut (whole or part)''"
"caffeic acid 3-glucuronide","''red wine''"
"caffeic acid 3-glucuronide","''plant fruit food product''"
"caffeic acid 3-glucuronide","''olive oil''"
"caffeic acid 3-glucuronide","''Whole grain cereal products''"
"caffeic acid 3-glucuronide","''coffee based beverage product''"
"caffeic acid 3-glucuronide","''vegetable food product''"
"caffeic acid 4-glucuronide","''tea based beverage product''"
"caffeic acid 4-glucuronide","''legume food product''"
"caffeic acid 4-glucuronide","''coffee based beverage product''"
"caffeic acid 4-glucuronide","''cacao food product''"
"caffeic acid 4-glucuronide","''nut (whole or part)''"
"caffeic acid 4-glucuronide","''olive oil''"
"caffeic acid 4-glucuronide","''plant fruit food product''"
"caffeic acid 4-glucuronide","''Whole grain cereal products''"
"caffeic acid 4-glucuronide","''red wine''"
"caffeic acid 4-glucuronide","''vegetable food product''"
"caffeic acid 3-sulfate","''tea based beverage product''"
"caffeic acid 3-sulfate","''olive oil''"
"caffeic acid 3-sulfate","''coffee based beverage product''"
"caffeic acid 3-sulfate","''plant fruit food product''"
"caffeic acid 3-sulfate","''cacao food product''"
"caffeic acid 3-sulfate","''Whole grain cereal products''"
"caffeic acid 3-sulfate","''red wine''"
"caffeic acid 3-sulfate","''nut (whole or part)''"
"caffeic acid 3-sulfate","''legume food product''"
"caffeic acid 3-sulfate","''vegetable food product''"
"caffeic acid 4-sulfate","''tea based beverage product''"
"caffeic acid 4-sulfate","''olive oil''"
"caffeic acid 4-sulfate","''coffee based beverage product''"
"caffeic acid 4-sulfate","''plant fruit food product''"
"caffeic acid 4-sulfate","''cacao food product''"
"caffeic acid 4-sulfate","''vegetable food product''"
"caffeic acid 4-sulfate","''Whole grain cereal products''"
"caffeic acid 4-sulfate","''nut (whole or part)''"
"caffeic acid 4-sulfate","''red wine''"
"caffeic acid 4-sulfate","''legume food product''"
"4-caffeoylquinic acid","''tea based beverage product''"
"4-caffeoylquinic acid","''coffee based beverage product''"
"4-caffeoylquinic acid","''plant fruit food product''"
"4-caffeoylquinic acid","''vegetable food product''"
"3,5-dicaffeoylquinic acid","''plant fruit food product''"
"3,5-dicaffeoylquinic acid","''tea based beverage product''"
"3,5-dicaffeoylquinic acid","''coffee based beverage product''"
"3,5-dicaffeoylquinic acid","''vegetable food product''"
"4,5-dicaffeoylquinic acid","''plant fruit food product''"
"4,5-dicaffeoylquinic acid","''tea based beverage product''"
"4,5-dicaffeoylquinic acid","''coffee based beverage product''"
"4,5-dicaffeoylquinic acid","''vegetable food product''"
"3-feruloylquinic acid","''plant fruit food product''"
"3-feruloylquinic acid","''coffee based beverage product''"
"3-feruloylquinic acid","''tea based beverage product''"
"3-feruloylquinic acid","''vegetable food product''"
"4-feruloylquinic acid","''plant fruit food product''"
"4-feruloylquinic acid","''tea based beverage product''"
"4-feruloylquinic acid","''coffee based beverage product''"
"4-feruloylquinic acid","''vegetable food product''"
"5-feruloylquinic acid","''tea based beverage product''"
"5-feruloylquinic acid","''coffee based beverage product''"
"5-feruloylquinic acid","''vegetable food product''"
"5-feruloylquinic acid","''plant fruit food product''"
"ferulic acid 4-glucuronide","''cacao food product''"
"ferulic acid 4-glucuronide","''tea based beverage product''"
"ferulic acid 4-glucuronide","''coffee based beverage product''"
"ferulic acid 4-glucuronide","''vegetable food product''"
"ferulic acid 4-glucuronide","''nut (whole or part)''"
"ferulic acid 4-glucuronide","''legume food product''"
"ferulic acid 4-glucuronide","''red wine''"
"ferulic acid 4-glucuronide","''olive oil''"
"ferulic acid 4-glucuronide","''plant fruit food product''"
"ferulic acid 4-glucuronide","''Whole grain cereal products''"
"isoferulic acid 3-glucuronide","''coffee based beverage product''"
"isoferulic acid 3-glucuronide","''vegetable food product''"
"isoferulic acid 3-glucuronide","''legume food product''"
"isoferulic acid 3-glucuronide","''plant fruit food product''"
"isoferulic acid 3-glucuronide","''nut (whole or part)''"
"isoferulic acid 3-glucuronide","''Whole grain cereal products''"
"isoferulic acid 3-glucuronide","''red wine''"
"isoferulic acid 3-glucuronide","''tea based beverage product''"
"isoferulic acid 3-glucuronide","''olive oil''"
"isoferulic acid 3-glucuronide","''cacao food product''"
"ferulic acid 4-sulfate","''nut (whole or part)''"
"ferulic acid 4-sulfate","''vegetable food product''"
"ferulic acid 4-sulfate","''legume food product''"
"ferulic acid 4-sulfate","''Whole grain cereal products''"
"ferulic acid 4-sulfate","''red wine''"
"ferulic acid 4-sulfate","''olive oil''"
"ferulic acid 4-sulfate","''plant fruit food product''"
"ferulic acid 4-sulfate","''cacao food product''"
"ferulic acid 4-sulfate","''tea based beverage product''"
"ferulic acid 4-sulfate","''coffee based beverage product''"
"isoferulic acid 3-sulfate","''nut (whole or part)''"
"isoferulic acid 3-sulfate","''legume food product''"
"isoferulic acid 3-sulfate","''red wine''"
"isoferulic acid 3-sulfate","''plant fruit food product''"
"isoferulic acid 3-sulfate","''olive oil''"
"isoferulic acid 3-sulfate","''Whole grain cereal products''"
"isoferulic acid 3-sulfate","''coffee based beverage product''"
"isoferulic acid 3-sulfate","''tea based beverage product''"
"isoferulic acid 3-sulfate","''cacao food product''"
"isoferulic acid 3-sulfate","''vegetable food product''"
"sinapic acid glucuronide","''plant fruit food product''"
"sinapic acid glucuronide","''legume food product''"
"sinapic acid glucuronide","''nut (whole or part)''"
"sinapic acid glucuronide","''olive oil''"
"sinapic acid glucuronide","''Whole grain cereal products''"
"sinapic acid glucuronide","''coffee based beverage product''"
"sinapic acid glucuronide","''cacao food product''"
"sinapic acid glucuronide","''tea based beverage product''"
"sinapic acid glucuronide","''red wine''"
"sinapic acid glucuronide","''vegetable food product''"
"sinapic acid sulfate","''plant fruit food product''"
"sinapic acid sulfate","''olive oil''"
"sinapic acid sulfate","''tea based beverage product''"
"sinapic acid sulfate","''cacao food product''"
"sinapic acid sulfate","''coffee based beverage product''"
"sinapic acid sulfate","''Whole grain cereal products''"
"sinapic acid sulfate","''red wine''"
"sinapic acid sulfate","''vegetable food product''"
"sinapic acid sulfate","''nut (whole or part)''"
"sinapic acid sulfate","''legume food product''"
"3-(3,5-dihydroxyphenyl)propionic acid","''coffee based beverage product''"
"3-(3,5-dihydroxyphenyl)propionic acid","''tea based beverage product''"
"3-(3,5-dihydroxyphenyl)propionic acid","''cacao food product''"
"3-(3,5-dihydroxyphenyl)propionic acid","''vegetable food product''"
"3-(3,5-dihydroxyphenyl)propionic acid","''nut (whole or part)''"
"3-(3,5-dihydroxyphenyl)propionic acid","''legume food product''"
"3-(3,5-dihydroxyphenyl)propionic acid","''red wine''"
"3-(3,5-dihydroxyphenyl)propionic acid","''olive oil''"
"3-(3,5-dihydroxyphenyl)propionic acid","''plant fruit food product''"
"3-(3,5-dihydroxyphenyl)propionic acid","''Whole grain cereal products''"
"3-(3,5-dihydroxyphenyl)propionic acid glucuronide","''red wine''"
"3-(3,5-dihydroxyphenyl)propionic acid glucuronide","''vegetable food product''"
"3-(3,5-dihydroxyphenyl)propionic acid glucuronide","''Whole grain cereal products''"
"3-(3,5-dihydroxyphenyl)propionic acid glucuronide","''legume food product''"
"3-(3,5-dihydroxyphenyl)propionic acid glucuronide","''nut (whole or part)''"
"3-(3,5-dihydroxyphenyl)propionic acid glucuronide","''olive oil''"
"3-(3,5-dihydroxyphenyl)propionic acid glucuronide","''plant fruit food product''"
"3-(3,5-dihydroxyphenyl)propionic acid glucuronide","''cacao food product''"
"3-(3,5-dihydroxyphenyl)propionic acid glucuronide","''coffee based beverage product''"
"3-(3,5-dihydroxyphenyl)propionic acid glucuronide","''tea based beverage product''"
"3-(3,5-dihydroxyphenyl)propionic acid sulfate","''vegetable food product''"
"3-(3,5-dihydroxyphenyl)propionic acid sulfate","''red wine''"
"3-(3,5-dihydroxyphenyl)propionic acid sulfate","''nut (whole or part)''"
"3-(3,5-dihydroxyphenyl)propionic acid sulfate","''legume food product''"
"3-(3,5-dihydroxyphenyl)propionic acid sulfate","''plant fruit food product''"
"3-(3,5-dihydroxyphenyl)propionic acid sulfate","''Whole grain cereal products''"
"3-(3,5-dihydroxyphenyl)propionic acid sulfate","''olive oil''"
"3-(3,5-dihydroxyphenyl)propionic acid sulfate","''tea based beverage product''"
"3-(3,5-dihydroxyphenyl)propionic acid sulfate","''cacao food product''"
"3-(3,5-dihydroxyphenyl)propionic acid sulfate","''coffee based beverage product''"
"dihydrocaffeic acid 3-glucuronide","''legume food product''"
"dihydrocaffeic acid 3-glucuronide","''plant fruit food product''"
"dihydrocaffeic acid 3-glucuronide","''nut (whole or part)''"
"dihydrocaffeic acid 3-glucuronide","''red wine''"
"dihydrocaffeic acid 3-glucuronide","''Whole grain cereal products''"
"dihydrocaffeic acid 3-glucuronide","''tea based beverage product''"
"dihydrocaffeic acid 3-glucuronide","''cacao food product''"
"dihydrocaffeic acid 3-glucuronide","''coffee based beverage product''"
"dihydrocaffeic acid 3-glucuronide","''olive oil''"
"dihydrocaffeic acid 3-glucuronide","''vegetable food product''"
"dihydrocaffeic acid 3-sulfate","''legume food product''"
"dihydrocaffeic acid 3-sulfate","''nut (whole or part)''"
"dihydrocaffeic acid 3-sulfate","''plant fruit food product''"
"dihydrocaffeic acid 3-sulfate","''Whole grain cereal products''"
"dihydrocaffeic acid 3-sulfate","''coffee based beverage product''"
"dihydrocaffeic acid 3-sulfate","''cacao food product''"
"dihydrocaffeic acid 3-sulfate","''tea based beverage product''"
"dihydrocaffeic acid 3-sulfate","''olive oil''"
"dihydrocaffeic acid 3-sulfate","''red wine''"
"dihydrocaffeic acid 3-sulfate","''vegetable food product''"
"dihydroferulic acid","''plant fruit food product''"
"dihydroferulic acid","''tea based beverage product''"
"dihydroferulic acid","''cacao food product''"
"dihydroferulic acid","''coffee based beverage product''"
"dihydroferulic acid","''Whole grain cereal products''"
"dihydroferulic acid","''olive oil''"
"dihydroferulic acid","''vegetable food product''"
"dihydroferulic acid","''red wine''"
"dihydroferulic acid","''nut (whole or part)''"
"dihydroferulic acid","''legume food product''"
"dihydroisoferulic acid","''plant fruit food product''"
"dihydroisoferulic acid","''coffee based beverage product''"
"dihydroisoferulic acid","''cacao food product''"
"dihydroisoferulic acid","''tea based beverage product''"
"dihydroisoferulic acid","''Whole grain cereal products''"
"dihydroisoferulic acid","''vegetable food product''"
"dihydroisoferulic acid","''nut (whole or part)''"
"dihydroisoferulic acid","''olive oil''"
"dihydroisoferulic acid","''legume food product''"
"dihydroisoferulic acid","''red wine''"
"dihydroferulic acid 4-glucuronide","''tea based beverage product''"
"dihydroferulic acid 4-glucuronide","''cacao food product''"
"dihydroferulic acid 4-glucuronide","''coffee based beverage product''"
"dihydroferulic acid 4-glucuronide","''Whole grain cereal products''"
"dihydroferulic acid 4-glucuronide","''vegetable food product''"
"dihydroferulic acid 4-glucuronide","''legume food product''"
"dihydroferulic acid 4-glucuronide","''plant fruit food product''"
"dihydroferulic acid 4-glucuronide","''olive oil''"
"dihydroferulic acid 4-glucuronide","''red wine''"
"dihydroferulic acid 4-glucuronide","''nut (whole or part)''"
"dihydroisoferulic acid 3-glucuronide","''coffee based beverage product''"
"dihydroisoferulic acid 3-glucuronide","''cacao food product''"
"dihydroisoferulic acid 3-glucuronide","''tea based beverage product''"
"dihydroisoferulic acid 3-glucuronide","''red wine''"
"dihydroisoferulic acid 3-glucuronide","''Whole grain cereal products''"
"dihydroisoferulic acid 3-glucuronide","''vegetable food product''"
"dihydroisoferulic acid 3-glucuronide","''legume food product''"
"dihydroisoferulic acid 3-glucuronide","''nut (whole or part)''"
"dihydroisoferulic acid 3-glucuronide","''plant fruit food product''"
"dihydroisoferulic acid 3-glucuronide","''olive oil''"
"dihydroferulic acid 4-sulfate","''olive oil''"
"dihydroferulic acid 4-sulfate","''tea based beverage product''"
"dihydroferulic acid 4-sulfate","''cacao food product''"
"dihydroferulic acid 4-sulfate","''coffee based beverage product''"
"dihydroferulic acid 4-sulfate","''vegetable food product''"
"dihydroferulic acid 4-sulfate","''nut (whole or part)''"
"dihydroferulic acid 4-sulfate","''red wine''"
"dihydroferulic acid 4-sulfate","''legume food product''"
"dihydroferulic acid 4-sulfate","''plant fruit food product''"
"dihydroferulic acid 4-sulfate","''Whole grain cereal products''"
"dihydroisoferulic acid 3-sulfate","''Whole grain cereal products''"
"dihydroisoferulic acid 3-sulfate","''vegetable food product''"
"dihydroisoferulic acid 3-sulfate","''nut (whole or part)''"
"dihydroisoferulic acid 3-sulfate","''legume food product''"
"dihydroisoferulic acid 3-sulfate","''olive oil''"
"dihydroisoferulic acid 3-sulfate","''plant fruit food product''"
"dihydroisoferulic acid 3-sulfate","''red wine''"
"dihydroisoferulic acid 3-sulfate","''cacao food product''"
"dihydroisoferulic acid 3-sulfate","''tea based beverage product''"
"dihydroisoferulic acid 3-sulfate","''coffee based beverage product''"
"3-(3-hydroxyphenyl)-3-hydroxypropionic acid","''Whole grain cereal products''"
"3-(3-hydroxyphenyl)-3-hydroxypropionic acid","''red wine''"
"3-(3-hydroxyphenyl)-3-hydroxypropionic acid","''vegetable food product''"
"3-(3-hydroxyphenyl)-3-hydroxypropionic acid","''citrus fruit food product''"
"3-(3-hydroxyphenyl)-3-hydroxypropionic acid","''legume food product''"
"3-(3-hydroxyphenyl)-3-hydroxypropionic acid","''nut (whole or part)''"
"3-(3-hydroxyphenyl)-3-hydroxypropionic acid","''olive oil''"
"3-(3-hydroxyphenyl)-3-hydroxypropionic acid","''plant fruit food product''"
"3-(3-hydroxyphenyl)-3-hydroxypropionic acid","''tea based beverage product''"
"3-(3-hydroxyphenyl)-3-hydroxypropionic acid","''cacao food product''"
"3-(3-hydroxyphenyl)-3-hydroxypropionic acid","''coffee based beverage product''"
"pyrogallol 1-glucuronide","''red wine''"
"pyrogallol 1-glucuronide","''legume food product''"
"pyrogallol 1-glucuronide","''nut (whole or part)''"
"pyrogallol 1-glucuronide","''plant fruit food product''"
"pyrogallol 1-glucuronide","''Whole grain cereal products''"
"pyrogallol 1-glucuronide","''tea based beverage product''"
"pyrogallol 1-glucuronide","''cacao food product''"
"pyrogallol 1-glucuronide","''coffee based beverage product''"
"pyrogallol 1-glucuronide","''olive oil''"
"pyrogallol 1-glucuronide","''vegetable food product''"
"pyrogallol 2-glucuronide","''nut (whole or part)''"
"pyrogallol 2-glucuronide","''legume food product''"
"pyrogallol 2-glucuronide","''plant fruit food product''"
"pyrogallol 2-glucuronide","''red wine''"
"pyrogallol 2-glucuronide","''Whole grain cereal products''"
"pyrogallol 2-glucuronide","''tea based beverage product''"
"pyrogallol 2-glucuronide","''cacao food product''"
"pyrogallol 2-glucuronide","''coffee based beverage product''"
"pyrogallol 2-glucuronide","''olive oil''"
"pyrogallol 2-glucuronide","''vegetable food product''"
"pyrogallol 1-sulfate","''legume food product''"
"pyrogallol 1-sulfate","''nut (whole or part)''"
"pyrogallol 1-sulfate","''plant fruit food product''"
"pyrogallol 1-sulfate","''Whole grain cereal products''"
"pyrogallol 1-sulfate","''tea based beverage product''"
"pyrogallol 1-sulfate","''cacao food product''"
"pyrogallol 1-sulfate","''coffee based beverage product''"
"pyrogallol 1-sulfate","''olive oil''"
"pyrogallol 1-sulfate","''red wine''"
"pyrogallol 1-sulfate","''vegetable food product''"
"pyrogallol 2-sulfate","''plant fruit food product''"
"pyrogallol 2-sulfate","''tea based beverage product''"
"pyrogallol 2-sulfate","''cacao food product''"
"pyrogallol 2-sulfate","''coffee based beverage product''"
"pyrogallol 2-sulfate","''Whole grain cereal products''"
"pyrogallol 2-sulfate","''vegetable food product''"
"pyrogallol 2-sulfate","''olive oil''"
"pyrogallol 2-sulfate","''red wine''"
"pyrogallol 2-sulfate","''nut (whole or part)''"
"pyrogallol 2-sulfate","''legume food product''"
"1-methylpyrogallol","''plant fruit food product''"
"1-methylpyrogallol","''tea based beverage product''"
"1-methylpyrogallol","''cacao food product''"
"1-methylpyrogallol","''coffee based beverage product''"
"1-methylpyrogallol","''Whole grain cereal products''"
"1-methylpyrogallol","''vegetable food product''"
"1-methylpyrogallol","''olive oil''"
"1-methylpyrogallol","''legume food product''"
"1-methylpyrogallol","''red wine''"
"1-methylpyrogallol","''nut (whole or part)''"
"2-methylpyrogallol","''tea based beverage product''"
"2-methylpyrogallol","''cacao food product''"
"2-methylpyrogallol","''coffee based beverage product''"
"2-methylpyrogallol","''Whole grain cereal products''"
"2-methylpyrogallol","''vegetable food product''"
"2-methylpyrogallol","''nut (whole or part)''"
"2-methylpyrogallol","''legume food product''"
"2-methylpyrogallol","''plant fruit food product''"
"2-methylpyrogallol","''olive oil''"
"2-methylpyrogallol","''red wine''"
"catechol glucuronide","''nut (whole or part)''"
"catechol glucuronide","''vegetable food product''"
"catechol glucuronide","''red wine''"
"catechol glucuronide","''plant fruit food product''"
"catechol glucuronide","''Whole grain cereal products''"
"catechol glucuronide","''tea based beverage product''"
"catechol glucuronide","''cacao food product''"
"catechol glucuronide","''coffee based beverage product''"
"catechol glucuronide","''olive oil''"
"catechol glucuronide","''legume food product''"
"4-methylcatechol 1-glucuronide","''plant fruit food product''"
"4-methylcatechol 1-glucuronide","''legume food product''"
"4-methylcatechol 1-glucuronide","''vegetable food product''"
"4-methylcatechol 1-glucuronide","''tea based beverage product''"
"4-methylcatechol 1-glucuronide","''coffee based beverage product''"
"4-methylcatechol 1-glucuronide","''Whole grain cereal products''"
"4-methylcatechol 1-glucuronide","''cacao food product''"
"4-methylcatechol 1-glucuronide","''olive oil''"
"4-methylcatechol 1-glucuronide","''red wine''"
"4-methylcatechol 1-glucuronide","''nut (whole or part)''"
"4-methylcatechol 2-glucuronide","''legume food product''"
"4-methylcatechol 2-glucuronide","''tea based beverage product''"
"4-methylcatechol 2-glucuronide","''coffee based beverage product''"
"4-methylcatechol 2-glucuronide","''vegetable food product''"
"4-methylcatechol 2-glucuronide","''Whole grain cereal products''"
"4-methylcatechol 2-glucuronide","''cacao food product''"
"4-methylcatechol 2-glucuronide","''nut (whole or part)''"
"4-methylcatechol 2-glucuronide","''red wine''"
"4-methylcatechol 2-glucuronide","''plant fruit food product''"
"4-methylcatechol 2-glucuronide","''olive oil''"
"4-methylcatechol 1-sulfate","''coffee based beverage product''"
"4-methylcatechol 1-sulfate","''tea based beverage product''"
"4-methylcatechol 1-sulfate","''cacao food product''"
"4-methylcatechol 1-sulfate","''Whole grain cereal products''"
"4-methylcatechol 1-sulfate","''red wine''"
"4-methylcatechol 1-sulfate","''olive oil''"
"4-methylcatechol 1-sulfate","''nut (whole or part)''"
"4-methylcatechol 1-sulfate","''legume food product''"
"4-methylcatechol 1-sulfate","''plant fruit food product''"
"4-methylcatechol 1-sulfate","''vegetable food product''"
"4-methylcatechol 2-sulfate","''coffee based beverage product''"
"4-methylcatechol 2-sulfate","''tea based beverage product''"
"4-methylcatechol 2-sulfate","''cacao food product''"
"4-methylcatechol 2-sulfate","''olive oil''"
"4-methylcatechol 2-sulfate","''Whole grain cereal products''"
"4-methylcatechol 2-sulfate","''nut (whole or part)''"
"4-methylcatechol 2-sulfate","''red wine''"
"4-methylcatechol 2-sulfate","''plant fruit food product''"
"4-methylcatechol 2-sulfate","''legume food product''"
"4-methylcatechol 2-sulfate","''vegetable food product''"
"2,4,6-trihydroxybenzaldehyde","''vegetable food product''"
"2,4,6-trihydroxybenzaldehyde","''nut (whole or part)''"
"2,4,6-trihydroxybenzaldehyde","''Whole grain cereal products''"
"2,4,6-trihydroxybenzaldehyde","''red wine''"
"2,4,6-trihydroxybenzaldehyde","''plant fruit food product''"
"2,4,6-trihydroxybenzaldehyde","''coffee based beverage product''"
"2,4,6-trihydroxybenzaldehyde","''cacao food product''"
"2,4,6-trihydroxybenzaldehyde","''tea based beverage product''"
"2,4,6-trihydroxybenzaldehyde","''olive oil''"
"2,4,6-trihydroxybenzaldehyde","''legume food product''"
"vanillin glucuronide","''legume food product''"
"vanillin glucuronide","''plant fruit food product''"
"vanillin glucuronide","''vegetable food product''"
"vanillin glucuronide","''coffee based beverage product''"
"vanillin glucuronide","''tea based beverage product''"
"vanillin glucuronide","''cacao food product''"
"vanillin glucuronide","''Whole grain cereal products''"
"vanillin glucuronide","''red wine''"
"vanillin glucuronide","''olive oil''"
"vanillin glucuronide","''nut (whole or part)''"
"vanillin sulfate","''plant fruit food product''"
"vanillin sulfate","''legume food product''"
"vanillin sulfate","''vegetable food product''"
"vanillin sulfate","''coffee based beverage product''"
"vanillin sulfate","''cacao food product''"
"vanillin sulfate","''tea based beverage product''"
"vanillin sulfate","''olive oil''"
"vanillin sulfate","''Whole grain cereal products''"
"vanillin sulfate","''nut (whole or part)''"
"vanillin sulfate","''red wine''"
"(epi)catechin 7-glucuronide","''cacao food product''"
"(epi)catechin 7-glucuronide","''tea based beverage product''"
"(epi)catechin 7-glucuronide","''red wine''"
"(epi)catechin 7-glucuronide","''nut (whole or part)''"
"(epi)catechin 7-glucuronide","''apple (whole)''"
"(epi)catechin 7-glucuronide","''berry (whole, raw)''"
"(epi)catechin 5-glucuronide","''tea based beverage product''"
"(epi)catechin 5-glucuronide","''nut (whole or part)''"
"(epi)catechin 5-glucuronide","''red wine''"
"(epi)catechin 5-glucuronide","''cacao food product''"
"(epi)catechin 5-glucuronide","''apple (whole)''"
"(epi)catechin 5-glucuronide","''berry (whole, raw)''"
"(epi)catechin 3-glucuronide","''red wine''"
"(epi)catechin 3-glucuronide","''cacao food product''"
"(epi)catechin 3-glucuronide","''nut (whole or part)''"
"(epi)catechin 3-glucuronide","''tea based beverage product''"
"(epi)catechin 3-glucuronide","''apple (whole)''"
"(epi)catechin 3-glucuronide","''berry (whole, raw)''"
"(epi)catechin 3-glucuronide","''red wine''"
"(epi)catechin 3-glucuronide","''nut (whole or part)''"
"(epi)catechin 3-glucuronide","''tea based beverage product''"
"(epi)catechin 3-glucuronide","''cacao food product''"
"(epi)catechin 3-glucuronide","''apple (whole)''"
"(epi)catechin 3-glucuronide","''berry (whole, raw)''"
"(epi)catechin 4-glucuronide","''red wine''"
"(epi)catechin 4-glucuronide","''berry (whole, raw)''"
"(epi)catechin 4-glucuronide","''nut (whole or part)''"
"(epi)catechin 4-glucuronide","''cacao food product''"
"(epi)catechin 4-glucuronide","''tea based beverage product''"
"(epi)catechin 4-glucuronide","''apple (whole)''"
"(epi)catechin 7-sulfate","''red wine''"
"(epi)catechin 7-sulfate","''berry (whole, raw)''"
"(epi)catechin 7-sulfate","''nut (whole or part)''"
"(epi)catechin 7-sulfate","''tea based beverage product''"
"(epi)catechin 7-sulfate","''cacao food product''"
"(epi)catechin 7-sulfate","''apple (whole)''"
"(epi)catechin 5-sulfate","''apple (whole)''"
"(epi)catechin 5-sulfate","''nut (whole or part)''"
"(epi)catechin 5-sulfate","''berry (whole, raw)''"
"(epi)catechin 5-sulfate","''cacao food product''"
"(epi)catechin 5-sulfate","''tea based beverage product''"
"(epi)catechin 5-sulfate","''red wine''"
"(epi)catechin 3-sulfate","''apple (whole)''"
"(epi)catechin 3-sulfate","''berry (whole, raw)''"
"(epi)catechin 3-sulfate","''tea based beverage product''"
"(epi)catechin 3-sulfate","''cacao food product''"
"(epi)catechin 3-sulfate","''nut (whole or part)''"
"(epi)catechin 3-sulfate","''red wine''"
"(epi)catechin 3-sulfate","''tea based beverage product''"
"(epi)catechin 3-sulfate","''cacao food product''"
"(epi)catechin 3-sulfate","''apple (whole)''"
"(epi)catechin 3-sulfate","''nut (whole or part)''"
"(epi)catechin 3-sulfate","''red wine''"
"(epi)catechin 3-sulfate","''berry (whole, raw)''"
"(epi)catechin 4-sulfate","''tea based beverage product''"
"(epi)catechin 4-sulfate","''cacao food product''"
"(epi)catechin 4-sulfate","''red wine''"
"(epi)catechin 4-sulfate","''nut (whole or part)''"
"(epi)catechin 4-sulfate","''apple (whole)''"
"(epi)catechin 4-sulfate","''berry (whole, raw)''"
"4-methylepicatechin","''cacao food product''"
"4-methylepicatechin","''tea based beverage product''"
"4-methylepicatechin","''red wine''"
"4-methylepicatechin","''nut (whole or part)''"
"4-methylepicatechin","''apple (whole)''"
"4-methylepicatechin","''berry (whole, raw)''"
"3-methylepicatechin","''tea based beverage product''"
"3-methylepicatechin","''cacao food product''"
"3-methylepicatechin","''red wine''"
"3-methylepicatechin","''nut (whole or part)''"
"3-methylepicatechin","''apple (whole)''"
"3-methylepicatechin","''berry (whole, raw)''"
"epigallocatechin","''red wine''"
"epigallocatechin","''tea based beverage product''"
"epigallocatechin","''cacao food product''"
"epigallocatechin","''nut (whole or part)''"
"epigallocatechin","''apple (whole)''"
